,invoice_date,product,region,retailer,sales_method,state,price_per_unit,total_sales,units_sold,year,month
1210,2021-01-17,Women's Street Footwear,West,West Gear,0,Oregon,45,1800,40,2021,1
1211,2021-02-17,Women's Street Footwear,West,West Gear,0,Oregon,45,1800,40,2021,2
1212,2021-01-24,Women's Street Footwear,West,West Gear,0,Utah,40,1400,35,2021,1
1213,2021-02-24,Women's Street Footwear,West,West Gear,0,Utah,40,1400,35,2021,2
1214,2021-05-03,Men's Apparel,Midwest,Foot Locker,0,Iowa,30,450,15,2021,5
1215,2021-07-09,Men's Apparel,Midwest,Foot Locker,0,Iowa,35,525,15,2021,7
1216,2021-06-06,Men's Apparel,Midwest,Foot Locker,0,Iowa,35,613,18,2021,6
1217,2021-06-02,Men's Apparel,Midwest,Foot Locker,0,Iowa,40,600,15,2021,6
1218,2021-06-10,Men's Apparel,Midwest,Foot Locker,0,Iowa,45,563,13,2021,6
1219,2021-07-05,Men's Apparel,Midwest,Foot Locker,0,Iowa,45,675,15,2021,7
1220,2021-06-08,Men's Apparel,Midwest,Foot Locker,0,Iowa,50,875,18,2021,6
1221,2021-05-07,Men's Apparel,Midwest,Foot Locker,0,Iowa,50,1000,20,2021,5
1222,2021-06-04,Men's Apparel,Midwest,Foot Locker,0,Iowa,60,750,13,2021,6
1223,2021-01-18,Men's Apparel,Midwest,Foot Locker,0,Michigan,40,1300,33,2021,1
1224,2021-12-15,Men's Apparel,Midwest,Foot Locker,0,Michigan,60,3300,55,2021,12
1225,2021-09-19,Men's Apparel,Midwest,Foot Locker,0,Missouri,25,688,28,2021,9
1226,2021-10-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,35,788,23,2021,10
1227,2021-08-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,35,1050,30,2021,8
1228,2021-04-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,40,900,23,2021,4
1229,2021-02-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,40,1300,33,2021,2
1230,2021-06-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,40,1400,35,2021,6
1231,2021-07-17,Men's Apparel,Midwest,Foot Locker,0,Missouri,40,1500,38,2021,7
1232,2021-05-19,Men's Apparel,Midwest,Foot Locker,0,Missouri,45,1125,25,2021,5
1233,2021-11-18,Men's Apparel,Midwest,Foot Locker,0,Missouri,45,1350,30,2021,11
1234,2021-03-17,Men's Apparel,Midwest,Foot Locker,0,Missouri,45,1125,25,2021,3
1235,2021-09-11,Men's Apparel,Midwest,Foot Locker,0,North Dakota,60,900,15,2021,9
1236,2021-08-12,Men's Apparel,Midwest,Foot Locker,0,North Dakota,60,1200,20,2021,8
1237,2021-06-01,Men's Apparel,Midwest,Foot Locker,0,North Dakota,40,600,15,2021,6
1238,2021-05-03,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,20,350,18,2021,5
1239,2021-06-04,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,20,350,18,2021,6
1240,2021-06-06,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,30,825,28,2021,6
1241,2021-07-09,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,30,825,28,2021,7
1242,2021-06-10,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,35,875,25,2021,6
1243,2021-07-05,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,40,900,23,2021,7
1244,2021-05-07,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,45,1350,30,2021,5
1245,2021-06-08,Men's Athletic Footwear,Midwest,Foot Locker,0,Iowa,45,1350,30,2021,6
1246,2021-02-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Michigan,30,975,33,2021,2
1247,2021-01-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Michigan,30,1275,43,2021,1
1248,2021-10-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,875,35,2021,10
1249,2021-11-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,875,35,2021,11
1250,2021-04-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,825,28,2021,4
1251,2021-06-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,1050,35,2021,6
1252,2021-09-19,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,1200,40,2021,9
1253,2021-03-17,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,35,1050,30,2021,3
1254,2021-12-17,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,35,1575,45,2021,12
1255,2021-05-19,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,35,1138,33,2021,5
1256,2021-07-17,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,35,1750,50,2021,7
1257,2021-08-18,Men's Athletic Footwear,Midwest,Foot Locker,0,Missouri,40,1900,48,2021,8
1258,2021-09-11,Men's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,40,1000,25,2021,9
1259,2021-08-12,Men's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,50,1500,30,2021,8
1260,2021-06-02,Men's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,30,450,15,2021,6
1261,2021-06-01,Men's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,30,750,25,2021,6
1262,2021-05-03,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,20,940,47,2021,5
1263,2021-06-04,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,20,950,48,2021,6
1264,2021-07-09,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,35,1663,48,2021,7
1265,2021-06-06,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,35,1838,53,2021,6
1266,2021-06-10,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,45,1800,40,2021,6
1267,2021-06-08,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,50,2625,53,2021,6
1268,2021-05-07,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,50,2750,55,2021,5
1269,2021-07-05,Men's Street Footwear,Midwest,Foot Locker,0,Iowa,60,3120,52,2021,7
1270,2021-01-18,Men's Street Footwear,Midwest,Foot Locker,0,Michigan,30,1875,63,2021,1
1271,2021-02-18,Men's Street Footwear,Midwest,Foot Locker,0,Michigan,30,2025,68,2021,2
1272,2021-11-18,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,1750,50,2021,11
1273,2021-10-18,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,1838,53,2021,10
1274,2021-04-18,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,2013,58,2021,4
1275,2021-06-18,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,2100,60,2021,6
1276,2021-09-19,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,2100,60,2021,9
1277,2021-03-17,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,35,2170,62,2021,3
1278,2021-05-19,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,40,2480,62,2021,5
1279,2021-08-18,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,40,2800,70,2021,8
1280,2021-07-17,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,40,3000,75,2021,7
1281,2021-12-17,Men's Street Footwear,Midwest,Foot Locker,0,Missouri,45,2925,65,2021,12
1282,2021-06-01,Men's Street Footwear,Midwest,Foot Locker,0,North Dakota,30,1350,45,2021,6
1283,2021-06-02,Men's Street Footwear,Midwest,Foot Locker,0,North Dakota,30,1500,50,2021,6
1284,2021-09-11,Men's Street Footwear,Midwest,Foot Locker,0,North Dakota,50,2000,40,2021,9
1285,2021-08-12,Men's Street Footwear,Midwest,Foot Locker,0,North Dakota,60,3000,50,2021,8
1286,2021-06-02,Women's Apparel,Midwest,Foot Locker,0,Iowa,15,375,25,2021,6
1287,2021-05-03,Women's Apparel,Midwest,Foot Locker,0,Iowa,20,500,25,2021,5
1288,2021-07-09,Women's Apparel,Midwest,Foot Locker,0,Iowa,40,900,23,2021,7
1289,2021-07-05,Women's Apparel,Midwest,Foot Locker,0,Iowa,50,1375,28,2021,7
1290,2021-06-04,Women's Apparel,Midwest,Foot Locker,0,Iowa,50,1250,25,2021,6
1291,2021-06-06,Women's Apparel,Midwest,Foot Locker,0,Iowa,55,1788,33,2021,6
1292,2021-06-08,Women's Apparel,Midwest,Foot Locker,0,Iowa,55,1925,35,2021,6
1293,2021-05-07,Women's Apparel,Midwest,Foot Locker,0,Iowa,55,2063,38,2021,5
1294,2021-01-18,Women's Apparel,Midwest,Foot Locker,0,Michigan,30,1275,43,2021,1
1295,2021-12-15,Women's Apparel,Midwest,Foot Locker,0,Michigan,65,4225,65,2021,12
1296,2021-02-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,30,1200,40,2021,2
1297,2021-04-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,30,1050,35,2021,4
1298,2021-09-19,Women's Apparel,Midwest,Foot Locker,0,Missouri,30,1050,35,2021,9
1299,2021-03-17,Women's Apparel,Midwest,Foot Locker,0,Missouri,35,1225,35,2021,3
1300,2021-10-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,40,1400,35,2021,10
1301,2021-08-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,40,1900,48,2021,8
1302,2021-06-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,45,2363,53,2021,6
1303,2021-07-17,Women's Apparel,Midwest,Foot Locker,0,Missouri,45,2475,55,2021,7
1304,2021-11-18,Women's Apparel,Midwest,Foot Locker,0,Missouri,50,2000,40,2021,11
1305,2021-05-19,Women's Apparel,Midwest,Foot Locker,0,Missouri,50,1750,35,2021,5
1306,2021-06-01,Women's Apparel,Midwest,Foot Locker,0,North Dakota,30,750,25,2021,6
1307,2021-09-10,Women's Apparel,Midwest,Foot Locker,0,North Dakota,55,1375,25,2021,9
1308,2021-09-11,Women's Apparel,Midwest,Foot Locker,0,North Dakota,65,1625,25,2021,9
1309,2021-08-12,Women's Apparel,Midwest,Foot Locker,0,North Dakota,65,1950,30,2021,8
1310,2021-05-03,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,15,150,10,2021,5
1311,2021-06-04,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,15,150,10,2021,6
1312,2021-06-02,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,25,188,8,2021,6
1313,2021-07-09,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,25,375,15,2021,7
1314,2021-06-06,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,25,438,18,2021,6
1315,2021-07-05,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,35,438,13,2021,7
1316,2021-06-10,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,35,438,13,2021,6
1317,2021-05-07,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,40,700,18,2021,5
1318,2021-06-08,Women's Athletic Footwear,Midwest,Foot Locker,0,Iowa,40,800,20,2021,6
1319,2021-12-15,Women's Athletic Footwear,Midwest,Foot Locker,0,Michigan,50,2750,55,2021,12
1320,2021-01-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Michigan,25,688,28,2021,1
1321,2021-09-19,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,15,413,28,2021,9
1322,2021-04-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,500,20,2021,4
1323,2021-10-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,563,23,2021,10
1324,2021-02-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,625,25,2021,2
1325,2021-08-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,813,33,2021,8
1326,2021-11-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,813,33,2021,11
1327,2021-06-18,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,25,875,35,2021,6
1328,2021-03-17,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,600,20,2021,3
1329,2021-05-19,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,675,23,2021,5
1330,2021-07-17,Women's Athletic Footwear,Midwest,Foot Locker,0,Missouri,30,1125,38,2021,7
1331,2021-06-01,Women's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,25,250,10,2021,6
1332,2021-09-11,Women's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,40,700,18,2021,9
1333,2021-08-12,Women's Athletic Footwear,Midwest,Foot Locker,0,North Dakota,50,1000,20,2021,8
1334,2021-06-04,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,10,175,18,2021,6
1335,2021-05-03,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,10,225,23,2021,5
1336,2021-07-09,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,25,438,18,2021,7
1337,2021-06-06,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,25,500,20,2021,6
1338,2021-06-10,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,35,525,15,2021,6
1339,2021-07-05,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,35,700,20,2021,7
1340,2021-05-07,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,40,900,23,2021,5
1341,2021-06-08,Women's Street Footwear,Midwest,Foot Locker,0,Iowa,40,900,23,2021,6
1342,2021-12-15,Women's Street Footwear,Midwest,Foot Locker,0,Michigan,50,3000,60,2021,12
1343,2021-02-18,Women's Street Footwear,Midwest,Foot Locker,0,Michigan,20,750,38,2021,2
1344,2021-01-18,Women's Street Footwear,Midwest,Foot Locker,0,Michigan,20,850,43,2021,1
1345,2021-09-19,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,15,450,30,2021,9
1346,2021-04-18,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,20,550,28,2021,4
1347,2021-10-18,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,25,625,25,2021,10
1348,2021-11-18,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,25,738,30,2021,11
1349,2021-03-17,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,25,875,35,2021,3
1350,2021-06-18,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,25,938,38,2021,6
1351,2021-05-19,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,30,900,30,2021,5
1352,2021-07-17,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,30,1275,43,2021,7
1353,2021-08-18,Women's Street Footwear,Midwest,Foot Locker,0,Missouri,35,1400,40,2021,8
1354,2021-06-02,Women's Street Footwear,Midwest,Foot Locker,0,North Dakota,20,400,20,2021,6
1355,2021-06-01,Women's Street Footwear,Midwest,Foot Locker,0,North Dakota,20,500,25,2021,6
1356,2021-09-11,Women's Street Footwear,Midwest,Foot Locker,0,North Dakota,40,780,20,2021,9
1357,2021-08-12,Women's Street Footwear,Midwest,Foot Locker,0,North Dakota,50,1250,25,2021,8
1358,2021-03-15,Men's Apparel,Midwest,Sports Direct,0,Michigan,45,1688,38,2021,3
1359,2021-02-17,Men's Apparel,Midwest,Sports Direct,0,Michigan,45,2025,45,2021,2
1360,2021-09-15,Men's Apparel,Midwest,Sports Direct,0,Michigan,45,2138,48,2021,9
1361,2021-08-16,Men's Apparel,Midwest,Sports Direct,0,Michigan,45,2250,50,2021,8
1362,2021-04-16,Men's Apparel,Midwest,Sports Direct,0,Michigan,50,2000,40,2021,4
1363,2021-10-17,Men's Apparel,Midwest,Sports Direct,0,Michigan,50,2000,40,2021,10
1364,2021-05-15,Men's Apparel,Midwest,Sports Direct,0,Michigan,55,2613,48,2021,5
1365,2021-11-16,Men's Apparel,Midwest,Sports Direct,0,Michigan,60,2700,45,2021,11
1366,2021-06-17,Men's Apparel,Midwest,Sports Direct,0,Michigan,60,3150,53,2021,6
1367,2021-07-15,Men's Apparel,Midwest,Sports Direct,0,Michigan,60,3300,55,2021,7
1368,2021-10-09,Men's Apparel,Midwest,Sports Direct,0,North Dakota,40,600,15,2021,10
1369,2021-09-06,Men's Apparel,Midwest,Sports Direct,0,North Dakota,40,700,18,2021,9
1370,2021-10-05,Men's Apparel,Midwest,Sports Direct,0,North Dakota,50,625,13,2021,10
1371,2021-09-10,Men's Apparel,Midwest,Sports Direct,0,North Dakota,50,625,13,2021,9
1372,2021-09-08,Men's Apparel,Midwest,Sports Direct,0,North Dakota,50,875,18,2021,9
1373,2021-08-07,Men's Apparel,Midwest,Sports Direct,0,North Dakota,50,1000,20,2021,8
1374,2021-09-04,Men's Apparel,Midwest,Sports Direct,0,North Dakota,60,600,10,2021,9
1375,2021-03-15,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,35,1575,45,2021,3
1376,2021-04-16,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,40,1700,43,2021,4
1377,2021-10-17,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,40,2300,58,2021,10
1378,2021-09-15,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,40,2400,60,2021,9
1379,2021-11-16,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,45,2250,50,2021,11
1380,2021-05-15,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,50,2500,50,2021,5
1381,2021-06-17,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,50,2875,58,2021,6
1382,2021-12-15,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,50,3250,65,2021,12
1383,2021-07-15,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,55,3575,65,2021,7
1384,2021-08-16,Men's Athletic Footwear,Midwest,Sports Direct,0,Michigan,55,3575,65,2021,8
1385,2021-09-06,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,35,875,25,2021,9
1386,2021-10-09,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,35,963,28,2021,10
1387,2021-09-10,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,40,1000,25,2021,9
1388,2021-10-05,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,45,900,20,2021,10
1389,2021-08-07,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,45,1350,30,2021,8
1390,2021-09-08,Men's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,45,1350,30,2021,9
1391,2021-04-16,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,35,2538,73,2021,4
1392,2021-03-15,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,35,2695,77,2021,3
1393,2021-09-15,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,45,3600,80,2021,9
1394,2021-05-15,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,50,3975,80,2021,5
1395,2021-11-16,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,50,3375,68,2021,11
1396,2021-10-17,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,50,3750,75,2021,10
1397,2021-06-17,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,55,4538,83,2021,6
1398,2021-12-15,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,60,5100,85,2021,12
1399,2021-08-16,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,60,5250,88,2021,8
1400,2021-07-15,Men's Street Footwear,Midwest,Sports Direct,0,Michigan,60,5400,90,2021,7
1401,2021-10-09,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,1900,48,2021,10
1402,2021-09-06,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,2000,50,2021,9
1403,2021-09-10,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,50,2000,40,2021,9
1404,2021-09-08,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,50,2625,53,2021,9
1405,2021-08-07,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,50,2750,55,2021,8
1406,2021-10-05,Men's Street Footwear,Midwest,Sports Direct,0,North Dakota,60,2970,50,2021,10
1407,2021-03-15,Women's Apparel,Midwest,Sports Direct,0,Michigan,35,1663,48,2021,3
1408,2021-02-17,Women's Apparel,Midwest,Sports Direct,0,Michigan,35,1925,55,2021,2
1409,2021-04-16,Women's Apparel,Midwest,Sports Direct,0,Michigan,40,2100,53,2021,4
1410,2021-09-15,Women's Apparel,Midwest,Sports Direct,0,Michigan,50,2875,58,2021,9
1411,2021-08-16,Women's Apparel,Midwest,Sports Direct,0,Michigan,50,3375,68,2021,8
1412,2021-10-17,Women's Apparel,Midwest,Sports Direct,0,Michigan,55,2888,53,2021,10
1413,2021-05-15,Women's Apparel,Midwest,Sports Direct,0,Michigan,60,3450,58,2021,5
1414,2021-11-16,Women's Apparel,Midwest,Sports Direct,0,Michigan,65,4063,63,2021,11
1415,2021-06-17,Women's Apparel,Midwest,Sports Direct,0,Michigan,65,4388,68,2021,6
1416,2021-07-15,Women's Apparel,Midwest,Sports Direct,0,Michigan,65,4713,73,2021,7
1417,2021-10-09,Women's Apparel,Midwest,Sports Direct,0,North Dakota,45,1013,23,2021,10
1418,2021-09-04,Women's Apparel,Midwest,Sports Direct,0,North Dakota,50,1125,23,2021,9
1419,2021-10-05,Women's Apparel,Midwest,Sports Direct,0,North Dakota,55,1375,25,2021,10
1420,2021-09-06,Women's Apparel,Midwest,Sports Direct,0,North Dakota,55,1788,33,2021,9
1421,2021-09-08,Women's Apparel,Midwest,Sports Direct,0,North Dakota,55,1925,35,2021,9
1422,2021-08-07,Women's Apparel,Midwest,Sports Direct,0,North Dakota,55,2063,38,2021,8
1423,2021-03-15,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,30,975,33,2021,3
1424,2021-02-17,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,30,1125,38,2021,2
1425,2021-04-16,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,35,1313,38,2021,4
1426,2021-09-15,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,35,1663,48,2021,9
1427,2021-08-16,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,35,1838,53,2021,8
1428,2021-10-17,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,40,1600,40,2021,10
1429,2021-05-15,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,45,2025,45,2021,5
1430,2021-06-17,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,45,2363,53,2021,6
1431,2021-11-16,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,45,2138,48,2021,11
1432,2021-07-15,Women's Athletic Footwear,Midwest,Sports Direct,0,Michigan,50,2625,53,2021,7
1433,2021-10-09,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,30,450,15,2021,10
1434,2021-09-06,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,30,525,18,2021,9
1435,2021-10-05,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,40,400,10,2021,10
1436,2021-09-10,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,40,500,13,2021,9
1437,2021-08-07,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,40,700,18,2021,8
1438,2021-09-08,Women's Athletic Footwear,Midwest,Sports Direct,0,North Dakota,40,800,20,2021,9
1439,2021-03-15,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,25,1188,48,2021,3
1440,2021-04-16,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,30,1350,45,2021,4
1441,2021-09-15,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,35,1750,50,2021,9
1442,2021-10-17,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,40,1700,43,2021,10
1443,2021-05-15,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,45,2138,48,2021,5
1444,2021-06-17,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,45,2475,55,2021,6
1445,2021-08-16,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,45,2588,58,2021,8
1446,2021-11-16,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,45,2003,45,2021,11
1447,2021-07-15,Women's Street Footwear,Midwest,Sports Direct,0,Michigan,50,2875,58,2021,7
1448,2021-10-09,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,30,525,18,2021,10
1449,2021-09-06,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,30,600,20,2021,9
1450,2021-09-10,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,600,15,2021,9
1451,2021-10-05,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,700,18,2021,10
1452,2021-08-07,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,900,23,2021,8
1453,2021-09-08,Women's Street Footwear,Midwest,Sports Direct,0,North Dakota,40,900,23,2021,9
1454,2021-11-09,Men's Apparel,Midwest,West Gear,0,Indiana,35,525,15,2021,11
1455,2021-09-03,Men's Apparel,Midwest,West Gear,0,Indiana,35,613,18,2021,9
1456,2021-10-06,Men's Apparel,Midwest,West Gear,0,Indiana,40,700,18,2021,10
1457,2021-10-10,Men's Apparel,Midwest,West Gear,0,Indiana,45,675,15,2021,10
1458,2021-10-02,Men's Apparel,Midwest,West Gear,0,Indiana,45,900,20,2021,10
1459,2021-11-05,Men's Apparel,Midwest,West Gear,0,Indiana,45,900,20,2021,11
1460,2021-10-08,Men's Apparel,Midwest,West Gear,0,Indiana,50,875,18,2021,10
1461,2021-09-07,Men's Apparel,Midwest,West Gear,0,Indiana,55,1100,20,2021,9
1462,2021-10-11,Men's Apparel,Midwest,West Gear,0,Indiana,60,1500,25,2021,10
1463,2021-09-12,Men's Apparel,Midwest,West Gear,0,Indiana,60,1800,30,2021,9
1464,2021-10-04,Men's Apparel,Midwest,West Gear,0,Indiana,65,975,15,2021,10
1465,2021-01-17,Men's Apparel,Midwest,West Gear,0,Indiana,45,900,20,2021,1
1466,2021-03-01,Men's Apparel,Midwest,West Gear,0,Iowa,40,600,15,2021,3
1467,2021-06-11,Men's Apparel,Midwest,West Gear,0,Iowa,60,1050,18,2021,6
1468,2021-05-12,Men's Apparel,Midwest,West Gear,0,Iowa,60,1350,23,2021,5
1469,2021-11-01,Men's Apparel,Midwest,West Gear,0,Missouri,35,1313,38,2021,11
1470,2021-12-17,Men's Apparel,Midwest,West Gear,0,Missouri,45,1575,35,2021,12
1471,2021-10-01,Men's Apparel,Midwest,West Gear,0,Wisconsin,45,900,20,2021,10
1472,2021-02-03,Men's Apparel,Midwest,West Gear,0,Wisconsin,30,375,13,2021,2
1473,2021-04-09,Men's Apparel,Midwest,West Gear,0,Wisconsin,35,438,13,2021,4
1474,2021-03-06,Men's Apparel,Midwest,West Gear,0,Wisconsin,35,613,18,2021,3
1475,2021-03-02,Men's Apparel,Midwest,West Gear,0,Wisconsin,40,600,15,2021,3
1476,2021-03-10,Men's Apparel,Midwest,West Gear,0,Wisconsin,45,563,13,2021,3
1477,2021-04-05,Men's Apparel,Midwest,West Gear,0,Wisconsin,45,788,18,2021,4
1478,2021-03-08,Men's Apparel,Midwest,West Gear,0,Wisconsin,50,875,18,2021,3
1479,2021-02-07,Men's Apparel,Midwest,West Gear,0,Wisconsin,50,1000,20,2021,2
1480,2021-03-04,Men's Apparel,Midwest,West Gear,0,Wisconsin,60,600,10,2021,3
1481,2021-03-11,Men's Apparel,Midwest,West Gear,0,Wisconsin,60,1200,20,2021,3
1482,2021-02-12,Men's Apparel,Midwest,West Gear,0,Wisconsin,60,1500,25,2021,2
1483,2021-10-04,Men's Athletic Footwear,Midwest,West Gear,0,Indiana,25,500,20,2021,10
1484,2021-09-03,Men's Athletic Footwear,Midwest,West Gear,0,Indiana,25,563,23,2021,9
1485,2021-11-09,Men's Athletic Footwear,Midwest,West Gear,0,Indiana,30,825,28,2021,11
1486,2021-10-10,Men's Athletic Footwear,Midwest,West Gear,0,Indiana,35,875,25,2021,10
